Time,Temperature(F),Humidity(%),Dewpoint(F),HeatIndex(F)
2019/06/13 16:47,80.2,60,65.1,82.0
2019/06/13 16:52,80.4,60,65.3,82.2
2019/06/13 16:57,80.6,60,65.5,82.4
2019/06/13 17:02,80.8,59,65.1,82.6
2019/06/13 17:07,81.0,59,65.3,82.8
2019/06/13 17:12,81.1,59,65.5,82.9
2019/06/13 17:18,81.3,58,65.1,83.1
2019/06/13 17:23,81.3,58,65.1,83.1
2019/06/13 17:28,81.3,57,64.8,82.9
2019/06/13 17:33,81.3,57,64.8,82.9
2019/06/13 17:38,81.3,58,65.1,83.1
2019/06/13 17:43,81.1,58,64.9,82.8
2019/06/13 17:48,81.0,58,64.9,82.8
2019/06/13 17:53,80.8,58,64.8,82.4
2019/06/13 17:58,80.6,58,64.6,82.2
2019/06/13 18:03,80.4,59,64.8,82.0
2019/06/13 18:08,80.1,59,64.6,80.1
2019/06/13 18:13,80.1,59,64.6,80.1
2019/06/13 18:19,79.9,59,64.4,79.9
2019/06/13 18:24,79.7,60,64.6,79.7
2019/06/13 18:29,79.5,60,64.4,79.5
2019/06/13 18:34,79.5,60,64.4,79.5
2019/06/13 18:39,79.2,61,64.6,79.2
2019/06/13 18:44,79.2,61,64.6,79.2
2019/06/13 18:49,79.2,60,64.2,79.2
2019/06/13 18:54,79.3,60,64.2,79.3
2019/06/13 18:59,79.5,60,64.4,79.5
2019/06/13 19:04,79.7,60,64.6,79.7
2019/06/13 19:09,79.7,59,64.2,79.7
2019/06/13 19:14,79.9,60,64.8,79.9
2019/06/13 19:20,79.9,60,64.8,79.9
2019/06/13 19:25,79.7,59,64.2,79.7
2019/06/13 19:30,79.7,59,64.2,79.7
2019/06/13 19:35,79.7,58,63.7,79.7
2019/06/13 19:40,79.5,58,63.5,79.5
2019/06/13 19:45,79.3,58,63.3,79.3
2019/06/13 19:50,79.2,58,63.1,79.2
2019/06/13 19:55,79.0,58,63.0,79.0
2019/06/13 20:00,79.0,59,63.5,79.0
2019/06/13 20:05,78.8,59,63.3,78.8
2019/06/13 20:10,78.6,59,63.1,78.6
2019/06/13 20:15,78.6,59,63.1,78.6
2019/06/13 20:21,78.4,59,63.0,78.4
2019/06/13 20:26,78.4,60,63.5,78.4
2019/06/13 20:31,78.3,60,63.3,78.3
2019/06/13 20:36,78.1,60,63.1,78.1
2019/06/13 20:41,77.9,61,63.5,77.9
2019/06/13 20:46,77.7,61,63.3,77.7
2019/06/13 20:51,77.5,61,63.1,77.5
2019/06/13 20:56,77.4,62,63.3,77.4
2019/06/13 21:01,77.2,62,63.1,77.2
2019/06/13 21:06,77.0,62,63.0,77.0
2019/06/13 21:11,76.8,63,63.3,76.8
2019/06/13 21:16,76.6,63,63.1,76.6
2019/06/13 21:22,76.5,63,63.0,76.5
2019/06/13 21:27,76.3,64,63.3,76.3
2019/06/13 21:32,76.3,64,63.3,76.3
2019/06/13 21:37,76.1,64,63.1,76.1
2019/06/13 21:42,75.9,65,63.3,75.9
2019/06/13 21:47,75.7,65,63.1,75.7
2019/06/13 21:52,75.6,65,63.0,75.6
2019/06/13 22:00,75.2,65,62.6,75.2
2019/06/13 22:06,75.0,66,63.0,75.0
2019/06/13 22:11,74.8,66,62.8,74.8
2019/06/13 22:16,74.7,66,62.6,74.7
2019/06/13 22:21,74.3,67,62.6,74.3
2019/06/13 22:26,74.1,67,62.6,74.1
2019/06/13 22:31,74.1,67,62.6,74.1
2019/06/13 22:36,73.9,68,62.8,73.9
2019/06/13 22:41,73.8,68,62.6,73.8
2019/06/13 22:46,73.6,68,62.4,73.6
2019/06/13 22:51,73.4,69,62.6,73.4
2019/06/13 22:56,73.2,69,62.4,73.2
2019/06/13 23:01,73.2,69,62.4,73.2
2019/06/13 23:07,73.0,69,62.2,73.0
2019/06/13 23:12,73.0,69,62.2,73.0
2019/06/13 23:17,72.9,69,62.1,72.9
2019/06/13 23:22,72.7,69,62.1,72.7
2019/06/13 23:27,72.7,69,62.1,72.7
2019/06/13 23:32,72.5,69,61.9,72.5
2019/06/13 23:37,72.3,68,61.2,72.3
2019/06/13 23:42,72.1,67,60.6,72.1
2019/06/13 23:47,72.0,66,60.1,72.0
2019/06/13 23:52,72.0,66,60.1,72.0
2019/06/13 23:57,71.8,66,59.9,71.8
2019/06/14 00:02,71.6,66,59.7,71.6
2019/06/14 00:08,71.4,65,59.2,71.4
2019/06/14 00:13,71.2,64,58.5,71.2
2019/06/14 00:18,71.1,62,57.4,71.1
2019/06/14 00:23,70.9,63,57.7,70.9
2019/06/14 00:28,70.7,62,57.0,70.7
2019/06/14 00:33,70.5,60,55.9,70.5
2019/06/14 00:38,70.3,59,55.4,70.3
2019/06/14 00:43,70.2,59,55.2,70.2
2019/06/14 00:48,70.0,59,55.0,70.0
2019/06/14 00:53,69.8,59,54.9,69.8
2019/06/14 00:58,69.6,58,54.3,69.6
2019/06/14 01:03,69.4,58,54.1,69.4
2019/06/14 01:09,69.3,59,54.3,69.3
2019/06/14 01:14,69.1,59,54.1,69.1
2019/06/14 01:19,68.9,59,54.0,68.9
2019/06/14 01:24,68.7,59,53.8,68.7
2019/06/14 01:29,68.7,60,54.3,68.7
2019/06/14 01:34,68.4,60,54.0,68.4
2019/06/14 01:39,68.2,60,53.8,68.2
2019/06/14 01:44,68.0,60,53.6,68.0
2019/06/14 01:49,67.8,61,54.0,67.8
2019/06/14 01:54,67.6,60,53.2,67.6
2019/06/14 01:59,67.5,58,52.2,67.5
2019/06/14 02:04,67.3,58,52.0,67.3
2019/06/14 02:10,67.1,58,51.8,67.1
2019/06/14 02:15,66.9,57,51.3,66.9
2019/06/14 02:20,66.9,56,50.7,66.9
2019/06/14 02:25,66.7,57,51.1,66.7
2019/06/14 02:30,66.6,58,51.4,66.6
2019/06/14 02:35,66.4,59,51.6,66.4
2019/06/14 02:40,66.4,59,51.6,66.4
2019/06/14 02:45,66.0,60,51.8,66.0
2019/06/14 02:50,65.8,60,51.6,65.8
2019/06/14 02:55,65.7,61,52.0,65.7
2019/06/14 03:00,65.5,61,51.8,65.5
2019/06/14 03:05,65.3,62,52.0,65.3
2019/06/14 03:11,65.1,62,51.8,65.1
2019/06/14 03:16,64.9,62,51.6,64.9
2019/06/14 03:21,64.8,62,51.4,64.8
2019/06/14 03:26,64.4,60,50.2,64.4
2019/06/14 03:31,64.4,60,50.2,64.4
2019/06/14 03:36,64.2,61,50.5,64.2
2019/06/14 03:41,64.0,61,50.4,64.0
2019/06/14 03:46,63.9,61,50.2,63.9
2019/06/14 03:51,63.7,61,50.0,63.7
2019/06/14 03:56,63.5,61,49.8,63.5
2019/06/14 04:01,63.3,61,49.6,63.3
2019/06/14 04:06,63.3,60,49.3,63.3
2019/06/14 04:12,63.1,61,49.5,63.1
2019/06/14 04:17,63.0,60,48.9,63.0
2019/06/14 04:22,62.8,59,48.2,62.8
2019/06/14 04:27,62.8,60,48.7,62.8
2019/06/14 04:32,62.6,60,48.6,62.6
2019/06/14 04:37,62.4,61,48.9,62.4
2019/06/14 04:42,62.4,61,48.9,62.4
2019/06/14 04:47,62.4,62,49.3,62.4
2019/06/14 04:52,62.2,62,49.1,62.2
2019/06/14 04:57,62.1,63,49.3,62.1
2019/06/14 05:02,61.9,62,48.7,61.9
2019/06/14 05:07,61.9,62,48.7,61.9
2019/06/14 05:13,61.7,62,48.6,61.7
2019/06/14 05:18,61.5,60,47.5,61.5
2019/06/14 05:23,61.3,60,47.3,61.3
2019/06/14 05:28,61.3,60,47.3,61.3
2019/06/14 05:33,61.2,60,47.1,61.2
2019/06/14 05:38,61.2,61,47.7,61.2
2019/06/14 05:43,61.0,61,47.5,61.0
2019/06/14 05:48,60.8,62,47.7,60.8
2019/06/14 05:53,60.8,62,47.7,60.8
2019/06/14 05:58,60.6,61,47.1,60.6
2019/06/14 06:03,60.4,60,46.6,60.4
2019/06/14 06:08,60.3,60,46.4,60.3
2019/06/14 06:14,60.3,61,46.8,60.3
2019/06/14 06:19,60.3,63,47.7,60.3
2019/06/14 06:24,60.3,62,47.3,60.3
2019/06/14 06:29,60.1,62,47.1,60.1
2019/06/14 06:34,60.1,62,47.1,60.1
2019/06/14 06:39,60.1,63,47.5,60.1
2019/06/14 06:44,60.1,63,47.5,60.1
2019/06/14 06:49,59.9,62,46.9,59.9
2019/06/14 06:54,59.9,62,46.9,59.9
2019/06/14 06:59,59.9,62,46.9,59.9
2019/06/14 07:04,60.1,61,46.6,60.1
2019/06/14 07:09,60.1,62,47.1,60.1
2019/06/14 07:15,60.1,62,47.1,60.1
2019/06/14 07:20,60.3,62,47.3,60.3
2019/06/14 07:25,60.4,62,47.5,60.4
2019/06/14 07:30,60.4,62,47.5,60.4
2019/06/14 07:35,60.6,63,48.0,60.6
2019/06/14 07:40,60.6,63,48.0,60.6
2019/06/14 07:45,60.8,63,48.2,60.8
2019/06/14 07:50,61.0,62,47.8,61.0
2019/06/14 07:55,61.2,61,47.7,61.2
2019/06/14 08:00,61.3,61,47.8,61.3
2019/06/14 08:05,61.5,61,48.0,61.5
2019/06/14 08:10,61.7,61,48.2,61.7
2019/06/14 08:16,61.9,60,47.8,61.9
2019/06/14 08:21,62.1,60,48.0,62.1
2019/06/14 08:26,62.2,59,47.8,62.2
2019/06/14 08:31,62.4,57,46.9,62.4
2019/06/14 08:36,62.6,57,47.1,62.6
2019/06/14 08:41,62.8,54,45.9,62.8
2019/06/14 08:46,63.0,54,46.0,63.0
2019/06/14 08:51,63.3,54,46.4,63.3
2019/06/14 08:56,63.5,52,45.7,63.5
2019/06/14 09:01,63.7,50,44.8,63.7
2019/06/14 09:06,63.9,48,43.9,63.9
2019/06/14 09:11,64.0,47,43.5,64.0
2019/06/14 09:17,64.0,50,45.1,64.0
2019/06/14 09:22,64.2,49,44.8,64.2
2019/06/14 09:27,64.4,48,44.2,64.4
2019/06/14 09:32,64.6,47,43.9,64.6
2019/06/14 09:37,64.8,46,43.5,64.8
2019/06/14 09:42,64.9,44,42.6,64.9
2019/06/14 09:47,65.1,42,41.5,65.1
2019/06/14 09:52,65.3,44,42.8,65.3
2019/06/14 09:57,65.5,43,42.4,65.5
2019/06/14 10:02,65.5,44,43.0,65.5
2019/06/14 10:07,65.7,41,41.4,65.7
2019/06/14 10:12,65.8,43,42.8,65.8
2019/06/14 10:18,66.0,42,42.3,66.0
2019/06/14 10:23,66.2,42,42.4,66.2
2019/06/14 10:28,66.4,41,42.1,66.4
2019/06/14 10:33,66.6,38,40.3,66.6
2019/06/14 10:38,66.6,40,41.5,66.6
2019/06/14 10:43,66.7,39,41.0,66.7
2019/06/14 10:48,66.9,39,41.2,66.9
2019/06/14 10:53,67.1,40,42.1,67.1
2019/06/14 10:58,67.3,42,43.5,67.3
2019/06/14 11:03,67.5,38,41.0,67.5
2019/06/14 11:08,67.6,40,42.4,67.6
2019/06/14 11:13,67.8,40,42.6,67.8
2019/06/14 11:19,68.0,39,42.3,68.0
2019/06/14 11:24,68.0,39,42.3,68.0
2019/06/14 11:29,68.2,38,41.7,68.2
2019/06/14 11:34,68.4,39,42.4,68.4
2019/06/14 11:39,68.5,38,41.9,68.5
2019/06/14 11:44,68.7,37,41.4,68.7
2019/06/14 11:49,68.9,38,42.3,68.9
2019/06/14 11:54,69.1,38,42.4,69.1
2019/06/14 11:59,69.3,37,41.9,69.3
2019/06/14 12:04,69.3,36,41.2,69.3
2019/06/14 12:09,69.4,38,42.8,69.4
2019/06/14 12:14,69.6,38,43.0,69.6
2019/06/14 12:20,70.0,37,42.6,70.0
2019/06/14 12:25,70.0,36,41.9,70.0
2019/06/14 12:30,70.2,37,42.8,70.2
2019/06/14 12:35,70.3,36,42.3,70.3
2019/06/14 12:40,70.3,36,42.3,70.3
2019/06/14 12:45,70.5,35,41.5,70.5
2019/06/14 12:50,70.7,36,42.4,70.7
2019/06/14 12:55,70.9,35,41.9,70.9
2019/06/14 13:00,70.9,36,42.6,70.9
2019/06/14 13:05,71.1,35,42.1,71.1
2019/06/14 13:10,71.4,36,43.2,71.4
2019/06/14 13:15,71.4,36,43.2,71.4
2019/06/14 13:21,71.6,36,43.3,71.6
2019/06/14 13:26,71.8,33,41.2,71.8
2019/06/14 13:31,72.0,35,42.8,72.0
2019/06/14 13:36,72.1,36,43.7,72.1
2019/06/14 13:41,72.3,34,42.4,72.3
2019/06/14 13:46,72.5,34,42.6,72.5
2019/06/14 13:51,72.7,31,40.3,72.7
2019/06/14 13:56,72.7,33,41.9,72.7
2019/06/14 14:01,72.9,34,43.0,72.9
2019/06/14 14:06,72.9,33,42.1,72.9
2019/06/14 14:11,73.0,33,42.3,73.0
2019/06/14 14:16,73.2,34,43.2,73.2
2019/06/14 14:22,73.4,35,44.1,73.4
2019/06/14 14:27,73.8,35,44.4,73.8
2019/06/14 14:32,73.8,33,43.0,73.8
2019/06/14 14:37,73.9,34,43.9,73.9
2019/06/14 14:42,74.1,32,42.4,74.1
2019/06/14 14:47,74.1,35,44.8,74.1
2019/06/14 14:52,74.3,35,45.0,74.3
2019/06/14 14:57,74.3,34,44.2,74.3
2019/06/14 15:02,74.5,35,45.1,74.5
2019/06/14 15:07,74.5,33,43.5,74.5
2019/06/14 15:12,74.7,34,44.4,74.7
2019/06/14 15:17,74.7,33,43.7,74.7
2019/06/14 15:23,74.8,34,44.6,74.8
2019/06/14 15:28,75.0,33,44.1,75.0
2019/06/14 15:33,75.2,32,43.3,75.2
2019/06/14 15:38,75.2,32,43.3,75.2
2019/06/14 15:43,75.2,33,44.2,75.2
2019/06/14 15:48,75.4,34,45.1,75.4
2019/06/14 15:53,75.6,34,45.3,75.6
2019/06/14 15:58,75.7,34,45.5,75.7
2019/06/14 16:03,75.7,34,45.5,75.7
2019/06/14 16:08,76.1,33,45.0,76.1
2019/06/14 16:13,76.3,33,45.1,76.3
2019/06/14 16:18,76.5,34,46.0,76.5
2019/06/14 16:24,76.8,35,47.1,76.8
2019/06/14 16:29,77.2,34,46.8,77.2
2019/06/14 16:34,77.4,33,46.0,77.4
2019/06/14 16:39,77.7,34,47.1,77.7
2019/06/14 16:44,78.1,34,47.5,78.1
2019/06/14 16:49,78.3,33,46.9,78.3
2019/06/14 16:54,78.4,34,47.8,78.4
2019/06/14 16:59,78.6,33,47.1,78.6
2019/06/14 17:04,78.8,33,47.3,78.8
2019/06/14 17:09,79.2,34,48.4,79.2
2019/06/14 17:14,79.5,34,48.7,79.5
2019/06/14 17:19,79.9,34,49.1,79.9
2019/06/14 17:25,80.1,34,49.3,80.1
2019/06/14 17:30,80.4,33,48.7,80.4
2019/06/14 17:35,80.8,33,49.1,80.8
2019/06/14 17:40,81.0,33,49.3,81.0
2019/06/14 17:45,81.3,33,49.5,81.3
2019/06/14 17:50,81.5,33,49.6,81.5
2019/06/14 17:55,81.7,33,49.8,81.7
2019/06/14 18:00,82.0,32,49.3,82.0
2019/06/14 18:05,82.4,33,50.5,82.4
2019/06/14 18:10,82.6,32,49.8,82.6
2019/06/14 18:15,82.9,32,50.2,82.9
2019/06/14 18:20,83.1,32,50.4,83.1
2019/06/14 18:26,83.5,32,50.5,83.5
2019/06/14 18:31,83.7,32,50.7,83.7
2019/06/14 18:36,83.8,32,50.9,83.8
2019/06/14 18:41,84.0,31,50.2,84.0
2019/06/14 18:46,84.0,32,51.1,84.0
2019/06/14 18:51,84.2,32,51.3,84.2
2019/06/14 18:56,84.2,32,51.3,84.2
2019/06/14 19:01,84.4,32,51.4,84.4
2019/06/14 19:06,84.6,32,51.4,84.6
2019/06/14 19:11,84.6,32,51.4,84.6
2019/06/14 19:16,84.6,32,51.4,84.6
2019/06/14 19:21,84.4,33,52.2,84.4
2019/06/14 19:27,84.2,32,51.3,84.2
2019/06/14 19:32,83.8,33,51.8,83.8
2019/06/14 19:37,83.7,33,51.6,83.7
2019/06/14 19:42,83.5,34,52.2,83.5
2019/06/14 19:47,83.1,34,52.0,83.1
2019/06/14 19:52,82.8,34,51.6,82.8
2019/06/14 19:57,82.2,34,51.1,82.2
2019/06/14 20:02,81.9,35,51.6,80.8
2019/06/14 20:07,81.3,36,51.8,80.4
2019/06/14 20:12,80.8,36,51.4,80.1
2019/06/14 20:17,80.2,37,51.6,---.-
2019/06/14 20:22,79.9,37,51.3,79.9
2019/06/14 20:28,79.3,38,51.6,79.3
2019/06/14 20:33,78.8,38,51.1,78.8
2019/06/14 20:38,78.4,38,50.7,78.4
2019/06/14 20:43,78.1,38,50.5,78.1
2019/06/14 20:48,77.7,39,50.9,77.7
2019/06/14 20:53,77.4,39,50.5,77.4
2019/06/14 20:58,76.8,39,50.0,76.8
2019/06/14 21:03,76.5,39,49.6,76.5
2019/06/14 21:08,76.3,39,49.6,76.3
2019/06/14 21:13,76.1,40,50.0,76.1
2019/06/14 21:18,75.7,40,49.8,75.7
2019/06/14 21:23,75.6,40,49.6,75.6
2019/06/14 21:29,75.4,41,50.2,75.4
2019/06/14 21:34,75.0,41,49.8,75.0
2019/06/14 21:39,74.8,41,49.6,74.8
2019/06/14 21:44,74.7,41,49.5,74.7
2019/06/14 21:49,74.3,42,49.8,74.3
2019/06/14 21:54,74.1,42,49.6,74.1
2019/06/14 21:59,73.9,43,50.0,73.9
2019/06/14 22:04,73.8,43,50.0,73.8
2019/06/14 22:09,73.4,43,49.6,73.4
2019/06/14 22:14,73.0,44,49.8,73.0
2019/06/14 22:19,72.7,45,50.2,72.7
2019/06/14 22:24,72.3,47,51.1,72.3
2019/06/14 22:30,72.0,48,51.3,72.0
2019/06/14 22:35,71.8,48,51.1,71.8
2019/06/14 22:40,71.4,49,51.3,71.4
2019/06/14 22:45,71.2,50,51.6,71.2
2019/06/14 22:50,71.1,50,51.6,71.1
2019/06/14 22:55,70.7,49,50.7,70.7
2019/06/14 23:00,70.5,50,51.1,70.5
2019/06/14 23:05,70.3,50,50.9,70.3
2019/06/14 23:10,70.0,50,50.5,70.0
2019/06/14 23:15,69.8,51,50.9,69.8
2019/06/14 23:20,69.6,52,51.3,69.6
2019/06/14 23:25,69.3,54,52.0,69.3
2019/06/14 23:31,69.1,54,51.8,69.1
2019/06/14 23:36,68.9,56,52.5,68.9
2019/06/14 23:41,68.5,55,51.8,68.5
2019/06/14 23:46,68.4,55,51.6,68.4
2019/06/14 23:51,68.2,55,51.4,68.2
2019/06/14 23:56,68.0,56,51.8,68.0
2019/06/15 00:01,67.8,56,51.6,67.8
2019/06/15 00:06,67.6,57,52.0,67.6
2019/06/15 00:11,67.5,58,52.2,67.5
2019/06/15 00:16,67.3,57,51.6,67.3
2019/06/15 00:21,67.1,59,52.3,67.1
2019/06/15 00:26,66.9,58,51.6,66.9
2019/06/15 00:32,66.7,58,51.6,66.7
2019/06/15 00:37,66.6,59,51.8,66.6
2019/06/15 00:42,66.4,59,51.6,66.4
2019/06/15 00:47,66.2,60,52.0,66.2
2019/06/15 00:52,66.0,61,52.2,66.0
2019/06/15 00:57,65.8,61,52.0,65.8
2019/06/15 01:02,65.8,61,52.0,65.8
2019/06/15 01:07,65.7,61,52.0,65.7
2019/06/15 01:12,65.5,62,52.2,65.5
2019/06/15 01:17,65.3,62,52.0,65.3
2019/06/15 01:22,65.1,62,51.8,65.1
2019/06/15 01:27,64.9,62,51.6,64.9
2019/06/15 01:33,64.8,63,52.0,64.8
2019/06/15 01:38,64.6,63,51.8,64.6
2019/06/15 01:43,64.4,63,51.6,64.4
2019/06/15 01:48,64.2,64,51.8,64.2
2019/06/15 01:53,64.2,64,51.8,64.2
2019/06/15 01:58,64.0,64,51.6,64.0
2019/06/15 02:03,64.0,64,51.6,64.0
2019/06/15 02:08,63.9,64,51.4,63.9
2019/06/15 02:13,63.9,65,52.0,63.9
2019/06/15 02:18,63.7,65,51.8,63.7
2019/06/15 02:23,63.5,65,51.6,63.5
2019/06/15 02:28,63.5,65,51.6,63.5
2019/06/15 02:34,63.3,65,51.4,63.3
2019/06/15 02:39,63.1,65,51.3,63.1
2019/06/15 02:44,63.0,65,51.1,63.0
2019/06/15 02:49,63.0,66,51.4,63.0
2019/06/15 02:54,62.8,66,51.3,62.8
2019/06/15 02:59,62.6,66,51.1,62.6
2019/06/15 03:04,62.6,66,51.1,62.6
2019/06/15 03:09,62.4,66,50.9,62.4
2019/06/15 03:14,62.4,66,50.9,62.4
2019/06/15 03:19,62.4,66,50.9,62.4
2019/06/15 03:24,62.2,66,50.7,62.2
2019/06/15 03:29,62.1,66,50.5,62.1
2019/06/15 03:35,62.1,66,50.5,62.1
2019/06/15 03:40,61.9,67,50.9,61.9
2019/06/15 03:45,61.9,67,50.9,61.9
2019/06/15 03:50,61.7,67,50.7,61.7
2019/06/15 03:55,61.7,68,51.1,61.7
2019/06/15 04:00,61.5,67,50.5,61.5
2019/06/15 04:05,61.5,67,50.5,61.5
2019/06/15 04:10,61.5,67,50.5,61.5
2019/06/15 04:15,61.3,67,50.4,61.3
2019/06/15 04:20,61.3,67,50.4,61.3
2019/06/15 04:25,61.2,67,50.2,61.2
2019/06/15 04:30,61.2,67,50.2,61.2
2019/06/15 04:36,61.0,67,50.0,61.0
2019/06/15 04:41,60.8,67,49.8,60.8
2019/06/15 04:46,60.8,68,50.2,60.8
2019/06/15 04:51,60.8,68,50.2,60.8
2019/06/15 04:56,60.8,68,50.2,60.8
2019/06/15 05:01,60.8,68,50.2,60.8
2019/06/15 05:06,60.8,68,50.2,60.8
2019/06/15 05:11,60.6,68,50.0,60.6
2019/06/15 05:16,60.6,68,50.0,60.6
2019/06/15 05:21,60.6,69,50.4,60.6
2019/06/15 05:26,60.4,69,50.2,60.4
2019/06/15 05:31,60.3,69,50.0,60.3
2019/06/15 05:37,60.1,68,49.5,60.1
2019/06/15 05:42,60.1,69,50.0,60.1
2019/06/15 05:47,60.1,69,50.0,60.1
2019/06/15 05:52,60.1,69,50.0,60.1
2019/06/15 05:57,60.1,69,50.0,60.1
2019/06/15 06:02,60.1,69,50.0,60.1
2019/06/15 06:07,59.9,70,50.2,59.9
2019/06/15 06:12,59.9,70,50.2,59.9
2019/06/15 06:17,60.1,70,50.4,60.1
2019/06/15 06:22,60.1,70,50.4,60.1
2019/06/15 06:27,60.1,70,50.4,60.1
2019/06/15 06:32,60.1,70,50.4,60.1
2019/06/15 06:38,60.1,70,50.4,60.1
2019/06/15 06:43,60.1,71,50.7,60.1
2019/06/15 06:48,60.1,71,50.7,60.1
2019/06/15 06:53,60.1,71,50.7,60.1
2019/06/15 06:58,60.3,71,50.9,60.3
2019/06/15 07:03,60.3,71,50.9,60.3
2019/06/15 07:08,60.3,71,50.9,60.3
2019/06/15 07:13,60.4,71,51.1,60.4
2019/06/15 07:18,60.4,71,51.1,60.4
2019/06/15 07:23,60.4,71,51.1,60.4
2019/06/15 07:28,60.6,71,51.3,60.6
2019/06/15 07:33,60.6,71,51.3,60.6
2019/06/15 07:39,60.8,71,51.4,60.8
2019/06/15 07:44,61.0,71,51.6,61.0
2019/06/15 07:49,61.0,71,51.6,61.0
2019/06/15 07:54,61.2,71,51.8,61.2
2019/06/15 07:59,61.3,71,52.0,61.3
2019/06/15 08:04,61.3,71,52.0,61.3
2019/06/15 08:09,61.5,72,52.5,61.5
2019/06/15 08:14,61.9,72,52.9,61.9
2019/06/15 08:19,62.1,72,52.9,62.1
2019/06/15 08:24,62.2,71,52.7,62.2
2019/06/15 08:29,62.6,72,53.4,62.6
2019/06/15 08:34,63.0,72,53.8,63.0
2019/06/15 08:40,63.3,71,53.8,63.3
2019/06/15 08:45,63.7,71,54.1,63.7
2019/06/15 08:50,64.2,70,54.3,64.2
2019/06/15 08:55,64.6,69,54.1,64.6
2019/06/15 09:00,65.1,70,55.2,65.1
2019/06/15 09:05,65.5,69,55.0,65.5
2019/06/15 09:10,65.8,68,55.0,65.8
2019/06/15 09:15,66.2,68,55.4,66.2
2019/06/15 09:20,66.6,67,55.2,66.6
2019/06/15 09:25,66.9,67,55.6,66.9
2019/06/15 09:30,67.3,67,55.9,67.3
2019/06/15 09:35,67.8,65,55.8,67.8
2019/06/15 09:41,68.0,64,55.4,68.0
2019/06/15 09:46,68.4,63,55.4,68.4
2019/06/15 09:51,68.9,62,55.4,68.9
2019/06/15 09:56,69.1,62,55.6,69.1
2019/06/15 10:01,69.4,61,55.4,69.4
2019/06/15 10:06,69.8,60,55.4,69.8
2019/06/15 10:11,70.2,60,55.8,70.2
2019/06/15 10:16,70.3,59,55.4,70.3
2019/06/15 10:21,70.9,59,55.9,70.9
2019/06/15 10:26,71.2,57,55.2,71.2
2019/06/15 10:31,71.4,56,55.0,71.4
2019/06/15 10:36,71.6,55,54.7,71.6
2019/06/15 10:42,72.0,56,55.4,72.0
2019/06/15 10:47,72.1,55,55.2,72.1
2019/06/15 10:52,72.5,55,55.4,72.5
2019/06/15 10:57,72.9,54,55.2,72.9
2019/06/15 11:02,73.2,53,55.0,73.2
2019/06/15 11:07,73.4,52,54.7,73.4
2019/06/15 11:12,73.8,52,55.0,73.8
2019/06/15 11:17,73.9,49,53.6,73.9
2019/06/15 11:22,74.3,48,53.4,74.3
2019/06/15 11:27,74.5,49,54.1,74.5
2019/06/15 11:32,74.7,48,53.8,74.7
2019/06/15 11:37,74.8,47,53.2,74.8
2019/06/15 11:43,75.0,47,53.4,75.0
2019/06/15 11:48,75.2,48,54.1,75.2
2019/06/15 11:53,75.6,46,53.4,75.6
2019/06/15 11:58,75.7,46,53.6,75.7
2019/06/15 12:03,76.1,45,53.2,76.1
2019/06/15 12:08,76.3,46,54.0,76.3
2019/06/15 12:13,76.5,46,54.1,76.5
2019/06/15 12:18,76.6,45,53.8,76.6
2019/06/15 12:23,76.8,44,53.2,76.8
2019/06/15 12:28,77.0,45,54.1,77.0
2019/06/15 12:33,77.2,46,54.9,77.2
2019/06/15 12:38,77.5,45,54.5,77.5
2019/06/15 12:44,77.7,44,54.1,77.7
2019/06/15 12:49,77.7,45,54.7,77.7
2019/06/15 12:54,77.9,45,54.9,77.9
2019/06/15 12:59,78.3,44,54.7,78.3
2019/06/15 13:04,78.4,44,54.9,78.4
2019/06/15 13:09,78.6,44,54.9,78.6
2019/06/15 13:14,78.8,42,53.8,78.8
2019/06/15 13:19,79.0,41,53.4,79.0
2019/06/15 13:24,79.2,42,54.1,79.2
2019/06/15 13:29,79.3,42,54.3,79.3
2019/06/15 13:34,79.5,41,53.8,79.5
2019/06/15 13:39,79.7,41,54.0,79.7
2019/06/15 13:45,79.9,42,54.9,79.9
2019/06/15 13:50,79.9,41,54.1,79.9
2019/06/15 13:55,80.1,41,54.3,80.1
2019/06/15 14:00,80.2,40,53.8,80.1
2019/06/15 14:05,80.6,41,54.9,80.4
2019/06/15 14:10,80.8,41,54.9,80.4
2019/06/15 14:15,81.0,40,54.5,80.6
2019/06/15 14:20,81.0,37,52.3,80.2
2019/06/15 14:25,81.1,38,53.2,80.4
2019/06/15 14:30,81.3,38,53.4,80.6
2019/06/15 14:35,81.3,38,53.4,80.6
2019/06/15 14:40,81.5,40,54.9,81.0
2019/06/15 14:46,81.7,40,55.0,81.1
2019/06/15 14:51,81.7,39,54.3,81.0
2019/06/15 14:56,81.7,41,55.8,81.1
2019/06/15 15:01,81.9,41,55.9,81.3
2019/06/15 15:06,82.0,41,56.1,81.5
2019/06/15 15:11,82.0,41,56.1,81.5
2019/06/15 15:16,82.2,41,56.3,81.7
2019/06/15 15:21,82.4,41,56.5,81.9
2019/06/15 15:26,82.4,40,55.8,81.7
2019/06/15 15:31,82.6,40,55.9,81.9
2019/06/15 15:36,82.6,40,55.9,81.9
2019/06/15 15:41,82.6,40,55.9,81.9
2019/06/15 15:47,82.8,40,56.1,82.0
2019/06/15 15:52,82.8,40,56.1,82.0
2019/06/15 15:57,82.9,39,55.6,82.0
2019/06/15 16:02,83.1,39,55.6,82.2
